"XCoord","YCoord","YearBuilt","Floors","PlotArea","PlotFront","PlotDepth","BuildingArea","ResidentialArea","CommercialArea","OfficeArea","IndustrialArea","LandValue","TotalValue","HeatingCost"
"415",24359.3474306955,25466.6940781754,1975,1,496,16,31,446,446,0,0,0,101620.929798111,990011.00614015,9363.68117174945
"421",24562.2120425145,24955.2536965348,1981,1,448,16,28,268,268,0,0,0,112406.896558404,655857.154868077,5447.24664111126
"422",24851.4235336303,25980.6108707562,1970,2,522,18,29,626,626,0,0,0,140219.075026223,1365140.00971732,13027.5532325548
"430",24718.2421452892,25325.9093163069,1981,2,528,16,33,835,835,0,0,0,156098.558363691,1783390.66963149,16521.7019703442
"432",24562.8223967098,25122.2974222619,1977,2,480,16,30,576,576,0,0,0,135782.320909202,1308133.50234926,12006.9449539612
"435",23818.532644055,25106.1616048682,1980,2,468,18,26,842,632,210,0,0,100419.054389745,1882965.70041296,16849.3790535863
"438",24887.8151179235,24326.5206953511,1981,3,506,23,22,1148,1148,0,0,0,148354.039410176,2593724.30026545,22431.845896109
"448",24479.4804938582,24936.9852205273,1980,2,520,20,26,936,936,0,0,0,130884.933694266,1950327.54023448,19216.6315249297
"450",24761.5896378652,25810.3882286232,1984,1,480,16,30,432,432,0,0,0,117510.334130377,1073110.09061784,9146.25334368656
"452",23856.3664023229,24502.2252586205,1974,2,504,21,24,604,604,0,0,0,117686.732895859,1418386.94434473,12931.3679326425
"456",24764.1234188441,26051.4843100682,1986,2,468,12,39,842,842,0,0,0,138680.05402917,1948671.89193531,16478.3818278887
"461",24426.1695060329,26126.5152585693,1979,3,440,22,20,792,792,0,0,0,127515.977140516,1737608.86275377,17062.6197530077
"469",24115.0419366647,25359.7595721949,1979,1,540,15,36,324,324,0,0,0,141897.608986124,746027.645603847,6387.33818875786
"474",24530.6480473487,26106.8484205753,1980,2,558,18,31,1004,1004,0,0,0,156653.177776001,2314265.1200139,20612.150145492
"476",23977.9514036941,25781.9239336532,1977,1,440,11,40,264,264,0,0,0,119523.137257434,677181.863711774,4979.7578113962
"479",24250.8250093004,25831.3550390303,1979,2,437,19,23,786,786,0,0,0,92325.4628054565,1757065.1428675,15327.136980396
"487",24427.1291550313,24670.7877404988,1978,2,494,13,38,592,592,0,0,0,102194.680050295,1395675.33007441,11330.7178291555
"491",23950.4636983224,25240.7777756453,1977,2,481,13,37,577,577,0,0,0,140574.535853043,1189579.7232538,11397.3969084921
"497",24552.7583964139,24858.9567183517,1980,2,495,15,33,891,891,0,0,0,140076.391778653,1920640.36417245,18503.4760090223
"506",24166.189520325,25758.9142997749,1972,2,504,18,28,604,604,0,0,0,147949.158419296,1210168.79735328,11726.7281507509
"512",23940.2869267943,24837.6707062125,1977,2,465,15,31,837,837,0,0,0,107731.31680442,1674235.06105458,16274.7764556925
"523",24775.5213519674,24455.5399676319,1976,2,462,11,42,554,554,0,0,0,92639.807836432,1318196.62228129,11610.7201557056
"527",24814.6953379075,25883.5277021863,1972,3,480,12,40,864,864,0,0,0,114839.732933789,1666539.9255842,18781.7219004187
"531",24990.6088377005,24603.5991436802,1976,3,600,20,30,1620,1620,0,0,0,179303.098744713,3481664.52976735,31644.5480918317
"538",24759.9647312851,25477.2437992506,1979,2,494,13,38,889,889,0,0,0,136000.345426844,1919837.31321339,17798.7111842441
"546",24971.4701827359,25703.3060076647,1971,3,528,16,33,950,401,549,0,0,129652.949450165,1909399.07333427,19225.7867066315
"552",24616.8909852534,25105.4774920922,1983,1,532,19,28,319,319,0,0,0,113296.681979392,783222.94973121,6440.53452737697
"557",24853.0076960728,25666.7615727056,1980,2,476,14,34,856,856,0,0,0,116407.204622217,1863626.03252195,17922.3143935061
"562",24684.8923071155,24937.3577032238,1981,1,442,17,26,265,133,132,0,0,119195.999387,694383.316835668,5287.52493660992
"575",24210.1585940826,25661.4745133556,1988,2,455,13,35,636,636,0,0,0,120926.083878963,1362674.81817591,12590.4223750175
"584",24775.4241283932,25754.6546983067,1980,1,529,23,23,476,476,0,0,0,152848.116020323,1080775.25359776,9220.11670803168
"592",24826.2015332608,24245.2779198065,1980,3,468,12,39,1263,1263,0,0,0,118231.025274005,2647139.2549494,24170.5333079448
"602",23818.5987130573,25172.0427218825,1980,3,550,22,25,1152,900,252,0,0,150721.760687884,2186265.76344436,23808.3194991191
"603",24407.8557154175,25351.9960159902,1981,1,420,15,28,254,254,0,0,0,105807.598460466,647607.209389284,5133.69364176453
"613",24041.1197270236,25595.944758039,1974,1,448,16,28,268,268,0,0,0,121958.405859768,654011.872578412,5551.06585918835
"618",24780.8741525746,24091.6817751713,1982,2,546,14,39,744,744,0,0,0,122661.80364294,1547835.78162258,15259.1057498989
"619",24529.5066434371,25956.5131939016,1978,2,540,12,45,912,912,0,0,0,148676.765687764,2102992.30819121,19127.9074407641
"621",24626.5969153775,24589.9936503265,1971,2,544,17,32,652,652,0,0,0,120415.790805221,1402432.29681933,13432.7118215786
"622",24084.3761139467,25039.7896009963,1981,2,507,13,39,608,608,0,0,0,142071.229649289,1266116.35386418,12314.1809399495
"623",24503.198508175,24472.3832574673,1968,3,405,15,27,1093,1093,0,0,0,89589.5468769595,2342699.76571528,22645.5064902807
"626",24287.3961016645,25462.5881623942,1980,2,468,12,39,561,561,0,0,0,114688.212832622,1167202.45570054,11692.5466853594
"627",24730.3564882511,24166.5620848071,1986,2,476,17,28,571,571,0,0,0,97583.7061919272,1338115.275627,11194.3012432365
"631",24530.6951287218,24941.5568683762,1974,2,462,14,33,586,586,0,0,0,138385.063087614,1135796.66977273,12019.6688958414
"633",24248.0093116527,25459.5246431418,1979,1,510,15,34,459,459,0,0,0,135489.601903595,1096354.0577922,9847.97826966509
"634",24790.6266265119,26073.3127333224,1979,2,490,14,35,588,588,0,0,0,105848.215310602,1339130.07212435,11692.8863271261
"635",24734.6508532193,24366.9264530763,1980,2,476,14,34,856,856,0,0,0,112912.560907844,1659872.93765461,17461.8376975996
"637",24954.6081606043,26242.5447728019,1977,3,494,13,38,1333,1333,0,0,0,99953.4046177287,2576587.38398179,25949.5998446741
"638",24654.5712449068,24795.2278638259,1977,2,504,14,36,907,907,0,0,0,119828.957660682,2137109.56126852,18647.4176509228
"639",24442.6367445083,24164.9671818595,1982,2,492,12,41,590,590,0,0,0,122802.785653621,1246623.30056424,12138.6572491735
"646",24516.954971223,24270.8973863628,1973,3,512,16,32,921,921,0,0,0,105044.510900974,2217115.39087573,17908.0141675319
"647",24245.5328835717,25532.9770592507,1984,2,574,14,41,1033,1033,0,0,0,126919.454872282,1990036.72521117,19057.666305036
"648",24706.6410763129,24271.1143463384,1972,3,525,15,35,1417,1417,0,0,0,119923.323292751,3246766.84224673,26603.7671872745
"651",24149.4508296917,25946.5220428538,1978,3,480,16,30,1185,1185,0,0,0,127177.619978786,2302112.36249143,23364.7667522271
"652",24366.5174231858,24945.9802180063,1980,1,496,16,31,297,297,0,0,0,126786.404782161,700084.497099556,6297.04380893227
"653",24327.8466605992,25310.1940371562,1970,1,492,12,41,295,295,0,0,0,121966.626306251,753194.911854994,6310.01915266492
"670",24197.4350739714,25419.5043125656,1982,2,532,19,28,957,957,0,0,0,116722.916132212,2022165.418291,19542.8924048937
"673",24262.6598692913,24038.1844793446,1978,1,572,13,44,514,514,0,0,0,119486.192104127,1043529.73994012,10022.3009550512
"676",24306.6912881628,24090.8202691935,1977,1,486,18,27,291,291,0,0,0,122893.300337205,726225.240106112,6083.43077246875
"684",24784.6628995504,25304.5808232855,1975,2,490,14,35,882,882,0,0,0,119240.557369543,1717317.09877397,17610.399055171
"688",24667.0938630999,25504.3623063248,1984,2,520,13,40,624,624,0,0,0,113465.543947183,1327793.17857157,12496.2734855171
"695",24314.4900139171,26029.4638588093,1978,2,510,17,30,612,612,0,0,0,141071.71667763,1204471.53579486,12160.8078653199
"700",24951.9481124705,24002.4243830703,1986,2,494,13,38,767,767,0,0,0,119226.485544117,1603848.55018323,16006.9857573011
"704",24935.9165281098,25930.9586242307,1976,3,486,18,27,1312,1312,0,0,0,112505.41570019,2824359.57397353,24293.9212856561
"705",24980.0074651249,26147.7866296191,1979,2,476,14,34,571,571,0,0,0,118567.582026962,1337315.34625287,11397.0388995202
"708",23849.7174583825,25418.2496946305,1978,3,481,13,37,1298,1298,0,0,0,129194.635947747,2995829.47585303,26680.4998328408
"709",24233.4800581225,25234.0472470969,1983,2,494,13,38,889,889,0,0,0,120076.861203881,1917238.0893043,17708.9335921658
"720",24381.686702451,24445.6253133249,1987,2,492,12,41,590,590,0,0,0,101163.684715424,1187124.22678447,11458.9260968646
"721",24633.6245959208,25005.7948892936,1977,2,500,20,25,600,600,0,0,0,133214.990491979,1304513.77076097,11926.354923878
"727",24652.522990825,24625.7264495362,1983,3,558,18,31,1004,1004,0,0,0,151567.673639813,2090067.76084225,19260.030717933
"728",24958.5154262175,26135.7719390653,1980,2,468,12,39,561,561,0,0,0,96893.4140833095,1222418.76797026,10990.7670440069
"738",24584.7094885212,25292.2308600973,1979,2,473,11,43,851,851,0,0,0,132610.911577474,1753445.06571279,16528.5698700825
"741",24207.812258491,25220.7556748763,1986,3,459,17,27,1074,1074,0,0,0,99818.4292526683,2291867.65820452,21095.1500123743
"746",24753.1081157555,24548.6258079764,1977,3,540,18,30,1152,1152,0,0,0,153517.055831384,2353003.49233551,23076.5285067904
"758",24676.5229712086,24739.3455728889,1983,1,432,16,27,259,259,0,0,0,107186.70703657,570195.2299322,5087.58440633835
"759",23973.5674392207,25225.9929387365,1976,1,525,15,35,400,0,400,0,0,124946.564524435,908714.046492241,8323.51606902112
"762",23970.8596630094,24358.5033528507,1975,2,550,25,22,907,907,0,0,0,114272.9207105,2043151.64040721,18502.5816362262
"768",24845.9546925737,25825.5878062919,1983,3,496,16,31,892,892,0,0,0,130172.506389394,1798035.03207006,17490.8804572899
"775",24717.570770571,25469.756328268,1971,2,494,13,38,800,800,0,0,0,102182.786464039,1923476.74105251,15514.0428872486
"777",24059.4924448232,24618.1201462168,1980,2,481,13,37,577,577,0,0,0,136260.254874662,1242315.299962,11352.0534075554
"779",24356.0946548633,24552.382348571,1977,3,504,14,36,907,907,0,0,0,128067.509475723,1899818.91140579,19049.7888975037
"780",24635.7133744692,25996.3414636441,1984,1,496,16,31,297,297,0,0,0,141472.980287671,702047.525360202,5967.95564057947
"786",24330.6808924999,25347.9198692366,1983,2,442,13,34,795,795,0,0,0,88426.8971551675,1618305.64856441,16232.4151409686
"792",24640.349623379,25018.5254900716,1983,2,528,22,24,633,633,0,0,0,122479.520229623,1511269.72055936,12680.6804862283
"799",24248.4949699736,25984.1656093486,1975,3,464,16,29,1252,1252,0,0,0,113886.196080968,2355282.66816605,25406.1895073625
"806",24885.9009518062,24105.8971344028,1976,2,520,20,26,624,624,0,0,0,139791.489342228,1493993.38093102,11972.877271211
"808",24969.2744195932,24351.1312119663,1971,3,520,13,40,936,936,0,0,0,124377.782314084,2202036.55830249,18777.9064545041
"809",24856.7057955163,25453.1313206535,1981,3,480,12,40,1296,1296,0,0,0,107510.783683509,2802818.73130202,25909.9097417136
"815",24243.8724155411,25817.0651674736,1978,3,496,16,31,892,892,0,0,0,143428.153866529,1875750.14568251,17340.6206678464
"819",24258.733845382,25182.4067663401,1977,1,450,15,30,405,405,0,0,0,123348.631078843,839794.243550627,8213.05945721771
"820",24560.9325134238,25814.358871663,1979,3,468,12,39,1263,1263,0,0,0,128619.807224348,2568833.19668379,27161.2144275602
"825",24482.9544083966,25616.4248439018,1975,2,492,12,41,590,590,0,0,0,110259.551728237,1354662.08263915,12221.1535815197
"827",24899.5894471379,25448.5145586077,1969,2,464,16,29,556,556,0,0,0,121133.876279369,1244508.65278281,11565.4103372678
"830",24947.5608390258,26086.4863505121,1981,2,483,23,21,869,869,0,0,0,138307.76298882,1976149.78487724,16811.2546811842
"834",24071.0929999755,25213.3585726842,1980,2,500,20,25,600,600,0,0,0,102816.934057046,1220180.13877096,12341.24742257
"838",24721.5701330496,24282.6521652751,1980,2,518,14,37,866,866,0,0,0,145806.40846272,1644663.02540721,17768.7503888342
"839",24046.1090434849,25821.8267722987,1980,2,494,13,38,889,889,0,0,0,100512.012201408,1838373.25953296,17969.1271297101
"850",24304.9389274393,25727.9202989303,1975,1,416,16,26,374,187,187,0,0,90707.7687680721,894666.872151196,7553.68486322753
"857",24392.9907604787,24837.5356981996,1976,2,486,18,27,641,641,0,0,0,107871.77199279,1431620.20331656,13324.2166066429
"864",24270.3997146575,24864.2240320332,1978,1,507,13,39,456,456,0,0,0,122826.95505959,1057481.2101495,8760.62933999001
"870",24396.367086284,24376.5220579226,1975,2,520,20,26,624,624,0,0,0,113205.777258612,1285568.4687214,12941.9121899416
"872",24324.7312734683,25072.8551626671,1977,3,533,13,41,1196,628,0,568,0,122811.500592157,2781566.03509048,24024.1559814042
"874",24084.0788265935,24990.9101254307,1980,1,512,16,32,307,307,0,0,0,147713.733208179,780827.021014877,6025.07769418044
"878",24350.3915693742,25462.6330670435,1978,1,520,26,20,435,435,0,0,0,121312.448832206,1095795.95856625,8762.3484910541
"885",23740.6305541274,25088.321901625,1981,3,495,15,33,1336,1336,0,0,0,120252.945027896,2543511.2345774,26528.3198989059
"902",24563.8456605228,25982.7877487987,1980,3,532,19,28,1436,1436,0,0,0,119728.581759706,3154755.89447496,30194.3683712651
"907",24108.9589859981,24226.1642678641,1977,1,481,13,37,288,288,0,0,0,138601.37855364,690446.951739769,5733.86831250153
"909",24484.9551460962,24048.7095981371,1973,3,473,11,43,1277,1277,0,0,0,114904.334064038,2541619.37001415,25606.4750290044
"910",24510.0319101067,25910.8290059958,1979,1,407,11,37,366,366,0,0,0,106452.122581773,816362.416627468,7296.55795710271
"911",24958.908289316,26205.8125699405,1981,2,506,22,23,910,910,0,0,0,113781.131556118,2070217.68674171,17092.649924839
"915",24712.9025773482,25657.6111160684,1980,3,544,17,32,1468,1468,0,0,0,120881.394387782,3444509.38174166,29024.2619585726
"926",24757.4915207136,24463.9765766915,1986,3,528,16,33,950,950,0,0,0,107130.989233777,1906626.22246128,18281.4377491627
"929",24550.8666033404,25869.7176519781,1976,1,504,24,21,453,453,0,0,0,135251.320114732,920247.822091542,9165.76461768834
"935",24842.9405124066,25809.842156712,1983,2,500,25,20,600,600,0,0,0,103789.298329502,1240089.85995315,11440.2612531588
"943",24905.5363134533,26255.3136558272,1983,1,504,14,36,331,0,331,0,0,143980.647808313,838065.481805522,6621.84992927326
"945",24848.8821989011,24018.9578938298,1972,2,495,15,33,599,599,0,0,0,144870.932547608,1184227.24246546,12694.0705833937
"947",24816.4106682951,25864.5647366066,1984,3,468,12,39,1263,1263,0,0,0,100850.644225068,2745217.77447977,25383.8936806541
"950",24218.2608146431,25518.9606696367,1976,2,481,13,37,577,577,0,0,0,136356.916564354,1322687.54247092,11593.1605942424
"951",24653.0029204322,26035.0000548642,1973,2,468,18,26,842,842,0,0,0,105615.581733081,1876638.25339223,17781.9371272994
"953",24297.4536368377,24596.1225342471,1973,3,513,27,19,1385,1385,0,0,0,126557.573931618,2812045.81831917,28390.6120403379
"960",24391.7424184442,25952.5020949077,1983,3,480,12,40,864,864,0,0,0,133439.57003206,1727010.15424356,17605.2840063779
"961",24836.4936786674,25487.9121633712,1971,2,510,15,34,612,612,0,0,0,109816.926106811,1449834.5538184,12512.7998941617
"964",24587.2598022616,26128.2106353901,1970,1,432,16,27,388,388,0,0,0,115524.685588852,892829.304699227,8286.1885034522
"967",24127.2433714624,24073.2323289849,1983,2,550,22,25,660,660,0,0,0,121782.45787858,1416939.71968885,13350.7396105614
"974",24500.8917496882,24252.3033565376,1981,2,518,14,37,932,932,0,0,0,125666.85936125,2079622.37138096,17841.569112761
"975",23905.793534025,24994.1913820803,1980,3,464,16,29,1252,1252,0,0,0,134411.914559081,2299781.45824047,25395.4639539736
"983",23991.3430505548,25278.2290654723,1977,3,529,23,23,952,952,0,0,0,130102.330873208,1906965.55058365,19839.2999880692
"986",24487.2558910274,25787.4470259994,1976,1,440,22,20,396,198,0,198,0,88071.0965711623,815888.661277853,8073.39707705978
"993",24845.4159099386,25992.1422027983,1977,2,546,14,39,982,982,0,0,0,121272.802601941,2052258.32359921,19812.8625148671
"998",23768.0577290042,24713.8248584233,1982,2,464,16,29,835,835,0,0,0,105630.03055267,1894756.03225436,17057.7836601851
"1001",25000,25000,1000,60,18000,100,180,14240,0,0,0,0,8100000,8e+08,498400
